,Hardness,allelectrons_Total,density_Total,allelectrons_Average,val_e_Average,atomicweight_Average,ionenergy_Average,el_neg_chi_Average,R_vdw_element_Average,R_cov_element_Average,zaratio_Average,density_Average
512,5.5,467.00000,37.00296,10.61364,4.97727,21.31809,11.24374,2.75818,1.73636,0.88568,0.49836,0.84098
513,5.5,485.00000,37.30430,10.77778,5.04444,21.64543,11.27650,2.77400,1.73378,0.88667,0.49839,0.82898
514,4.8,126.00000,20.85533,21.00000,4.66667,47.98569,11.40827,2.74333,1.76167,0.96667,0.48360,3.47589
515,5,198.00000,13.95582,7.92000,4.16000,15.69310,12.04662,2.71360,1.54600,0.71520,0.61644,0.55823
516,3.8,111.00000,13.61233,9.25000,3.91667,19.23268,12.81610,2.77333,1.45083,0.63000,0.65622,1.13436
517,5,30.00000,1.74316,10.00000,5.33333,20.76694,14.16393,3.09000,1.55667,0.86667,0.48039,0.58105
518,2.3,126.00000,13.38600,25.20000,5.60000,58.30342,11.61422,2.88400,1.73600,0.94400,0.46757,2.67720
519,3,140.00000,9.89232,7.77778,4.00000,15.39459,12.01103,2.63833,1.52611,0.75111,0.60816,0.54957
520,4.3,56.00000,9.57800,11.20000,4.80000,23.17034,12.00340,2.94000,1.66000,0.78200,0.49303,1.91560
521,7,80.00000,7.73466,10.00000,5.00000,20.25528,11.02673,2.79000,1.67250,0.85250,0.49528,0.96683
522,5.8,126.00000,26.09000,31.50000,4.25000,70.92449,9.31170,1.97750,1.88750,1.19500,0.44488,6.52250
523,5.8,127.00000,26.09200,31.75000,4.25000,70.86455,9.25143,1.98500,1.88000,1.19250,0.44962,6.52300
524,4.3,60.00000,8.83700,12.00000,4.80000,25.07734,12.30176,2.90400,1.65400,0.77400,0.49168,1.76740
525,5.8,476.00000,37.97996,10.34783,4.52174,21.06913,10.40668,2.55174,1.77783,0.96609,0.49280,0.82565
526,6.5,144.00000,32.91000,48.00000,3.66667,114.97573,9.51200,2.07333,1.94333,1.23333,0.42692,10.97000
527,6.8,239.00000,34.72398,11.95000,4.80000,24.75088,11.10730,2.74250,1.71850,0.87250,0.49122,1.73620
528,3.8,46.00000,9.13300,23.00000,4.00000,48.71950,9.87710,2.11500,1.90500,1.12000,0.47888,4.56650
529,5,96.00000,8.42666,12.00000,4.75000,24.50302,11.14794,2.70500,1.76500,0.94500,0.49464,1.05333
530,7.8,70.00000,7.14333,10.00000,4.57143,20.32331,10.58431,2.61286,1.64143,0.92000,0.49392,1.02048
531,6.8,92.00000,7.90099,9.20000,4.80000,18.60817,10.93895,2.70300,1.69800,0.86600,0.49111,0.79010
532,4,284.00000,55.03400,40.57143,2.85714,93.96814,7.53297,1.92429,2.09143,1.32571,0.43758,7.86200
533,7.5,419.00000,49.39114,10.21951,4.70732,20.80127,11.12963,2.74902,1.65171,0.83415,0.51820,1.20466
534,2,110.00000,3.18391,4.58333,3.00000,8.71101,13.16183,2.59500,1.33667,0.52833,0.76501,0.13266
535,5.5,156.00000,23.34633,26.00000,5.16667,61.11733,11.77173,2.88500,1.72667,0.92333,0.47040,3.89105
536,5.5,124.00000,15.26633,20.66667,5.00000,46.44375,11.63995,2.90167,1.72000,0.92000,0.47671,2.54439
537,2,150.00000,19.38200,30.00000,5.60000,67.93940,9.65936,2.36800,1.90400,1.18400,0.46694,3.87640
538,3.8,726.00000,47.92495,7.33333,4.04040,14.45774,12.27199,2.72000,1.51707,0.67737,0.63784,0.48409
539,3.5,528.40000,69.13916,10.87243,4.64198,22.18489,11.73944,2.81568,1.66687,0.79918,0.53547,1.42262
540,3.5,523.60000,69.20456,10.77366,4.64198,21.98602,11.74930,2.81704,1.66095,0.79424,0.53537,1.42396
541,3.5,529.00000,69.55196,10.88477,4.65432,22.19699,11.76132,2.81790,1.66144,0.79597,0.53563,1.43111
542,3.5,555.40000,69.14142,7.34656,3.34127,14.62166,12.40335,2.59579,1.46442,0.62804,0.69856,0.91457
543,3.5,550.60000,69.20682,7.28307,3.34127,14.49381,12.40969,2.59667,1.46061,0.62487,0.69850,0.91543
544,3.5,556.00000,69.55422,7.35450,3.34921,14.62943,12.41742,2.59722,1.46093,0.62598,0.69866,0.92003
545,3.5,444.40000,32.33516,9.14403,4.64198,18.29094,11.70781,2.75148,1.62860,0.81893,0.53894,0.66533
546,3.5,439.60000,32.40056,9.04527,4.64198,18.09207,11.71767,2.75284,1.62267,0.81399,0.53885,0.66668
547,3.5,445.00000,32.74796,9.15638,4.65432,18.30304,11.72969,2.75370,1.62317,0.81572,0.53911,0.67383
548,3.5,471.40000,32.33742,6.23545,3.34127,12.11841,12.38302,2.55452,1.43981,0.64074,0.70079,0.42774
549,3.5,466.60000,32.40282,6.17196,3.34127,11.99056,12.38936,2.55540,1.43601,0.63757,0.70073,0.42861
550,3.5,472.00000,32.75022,6.24339,3.34921,12.12618,12.39709,2.55595,1.43632,0.63868,0.70090,0.43320
551,2.8,188.00000,30.65533,31.33333,5.00000,75.83935,11.62552,2.87667,1.71333,0.91833,0.46639,5.10922
552,4,93.00000,10.08233,7.75000,3.91667,15.57036,12.87428,2.78833,1.44667,0.62083,0.65987,0.84019
553,3.5,68.00000,4.24400,13.60000,4.80000,29.52534,11.56190,2.76400,1.75000,0.91400,0.48666,0.84880
554,2,130.00000,3.95583,4.48276,3.03448,8.46207,13.32491,2.62552,1.30621,0.50759,0.77075,0.13641
555,2,128.00000,16.00000,16.00000,6.00000,32.05900,10.36000,2.58000,1.80000,1.04000,0.49897,2.00000
556,1.8,151.00000,22.98000,50.33333,4.33333,121.02273,8.53180,2.04333,2.07667,1.36667,0.41692,7.66000
557,1.8,183.00000,31.80000,61.00000,4.33333,150.72219,9.08157,2.20000,2.08667,1.34667,0.40537,10.60000
558,2,36.00000,0.86500,18.00000,4.00000,37.27215,8.65415,1.99000,2.25000,1.50000,0.48273,0.43250
560,6.5,220.00000,41.18199,24.44444,4.66667,57.08166,11.63447,2.83000,1.73333,0.91556,0.47473,4.57578
561,6.5,156.00000,25.02199,17.33333,4.44444,37.51688,11.45876,2.85222,1.72444,0.91111,0.48314,2.78022
562,6.5,219.00000,40.74799,24.33333,4.66667,56.98089,11.58242,2.79889,1.73444,0.92111,0.47356,4.52755
563,6.5,155.00000,24.58799,17.22222,4.44444,37.41611,11.40671,2.82111,1.72556,0.91667,0.48198,2.73200
564,6.3,220.00000,41.18199,24.44444,4.66667,57.08166,11.63447,2.83000,1.73333,0.91556,0.47473,4.57578
565,1.8,322.00000,38.21400,64.40000,5.60000,160.15216,8.31996,2.02000,2.06400,1.42200,0.40338,7.64280
566,2.5,185.00000,27.10433,46.25000,4.25000,113.15726,11.86518,2.60000,1.93250,1.07000,0.44429,6.77608
567,3.8,760.00000,160.28400,26.20690,3.79310,57.46066,9.02863,2.22552,1.90207,1.16414,0.47029,5.52703
568,3.8,724.00000,147.25200,24.96552,4.20690,54.27403,9.10146,2.19655,1.93517,1.17241,0.47410,5.07766
569,2.8,70.00000,3.94733,10.00000,4.57143,20.29067,10.73009,2.60000,1.77429,0.97143,0.49371,0.56390
570,1.3,62.00000,3.64750,6.88889,3.55556,13.77788,11.46752,2.50778,1.61333,0.79444,0.60453,0.40528
571,2,108.00000,5.23098,9.00000,4.66667,18.50454,13.54915,2.93833,1.58000,0.78833,0.56549,0.43591
572,6.5,106.00000,11.72266,35.33333,4.66667,88.01192,11.18097,2.72667,1.83000,1.06000,0.46264,3.90755
573,4.8,136.00000,14.05533,22.66667,5.00000,54.01964,11.48847,2.82667,1.77167,0.93333,0.48107,2.34255
574,8,90.00000,7.73649,10.00000,5.33333,20.44889,12.16014,2.98222,1.64444,0.82000,0.48996,0.85961
575,8,90.00000,7.73616,8.18182,4.36364,16.36881,11.72988,2.74182,1.55455,0.73636,0.58604,0.70329
576,2.3,419.00000,51.28798,10.21951,3.68293,22.86969,12.95180,2.77268,1.42390,0.60927,0.68469,1.25093
577,7,440.00000,43.51096,9.56522,4.78261,19.36276,10.98881,2.71565,1.69348,0.86696,0.49412,0.94589
578,7,482.00000,61.91296,10.47826,4.78261,21.41978,11.00552,2.74957,1.71370,0.85652,0.49228,1.34593
579,7,479.00000,60.61096,10.41304,4.78261,21.36063,10.97497,2.73130,1.71435,0.85978,0.49159,1.31763
580,7,413.00000,39.89296,8.97826,4.71739,18.23019,10.84178,2.69413,1.69935,0.86043,0.49010,0.86724
581,7,443.00000,46.38796,9.63043,4.84783,19.53738,10.88053,2.73522,1.70065,0.85652,0.49334,1.00843
582,5.5,406.00000,30.47214,9.90244,4.68293,19.81318,11.45615,2.70024,1.67683,0.86829,0.52291,0.74322
583,7.8,112.00000,24.65533,16.00000,4.28571,33.48279,11.13101,2.76143,1.73286,0.88714,0.48690,3.52219
584,7,30.00000,2.33266,10.00000,5.33333,20.02735,11.79597,2.92667,1.71333,0.80667,0.49951,0.77755
585,4.5,76.00000,10.61333,10.85714,4.57143,22.53613,11.17903,2.68000,1.67714,0.88429,0.48316,1.51619
586,4.5,75.00000,10.17933,10.71429,4.57143,22.40656,11.11211,2.64000,1.67857,0.89143,0.48166,1.45419
587,2.5,574.00000,68.34664,10.43636,3.56364,23.71078,13.06529,2.75200,1.39727,0.58564,0.70640,1.24267
588,4,42.00000,9.87400,21.00000,4.00000,43.95200,9.13120,2.20500,1.92000,1.14000,0.48226,4.93700
589,2.8,114.00000,6.32407,6.33333,3.55556,12.55666,11.93748,2.57833,1.54833,0.72333,0.63307,0.35134
590,5.3,407.00000,33.99264,7.40000,4.05455,14.78961,12.44489,2.76073,1.46109,0.65564,0.63925,0.61805
591,5.3,95.00000,17.59300,31.66667,4.33333,70.83747,8.86943,2.18000,1.94333,1.20333,0.46498,5.86433
592,5.5,108.00000,18.95266,36.00000,4.66667,90.00899,11.14337,2.86000,1.81667,1.03667,0.46218,6.31755
593,6.8,246.00000,26.01598,12.30000,4.60000,25.02333,10.98725,2.66500,1.77950,0.94600,0.49580,1.30080
594,2.8,126.00000,13.38600,25.20000,5.60000,58.30342,11.61422,2.88400,1.73600,0.94400,0.46757,2.67720
595,2.9,592.00000,75.09898,28.19048,5.00000,67.44090,11.12890,2.77762,1.72857,0.96429,0.46729,3.57614
596,4,80.00000,4.90733,6.66667,4.00000,13.16507,12.71456,2.77000,1.43000,0.62083,0.66122,0.40894
597,4,93.00000,10.08233,7.75000,3.91667,15.57036,12.87428,2.78833,1.44667,0.62083,0.65987,0.84019
599,1.5,460.40000,33.29430,6.90255,3.73913,13.65540,12.09690,2.63474,1.45354,0.69235,0.64476,0.49916
600,1.5,544.40000,70.09830,8.16192,3.73913,16.49267,12.11995,2.68151,1.48142,0.67796,0.64223,1.05095
601,1.5,466.40000,39.04830,6.99250,3.82909,13.89625,11.94754,2.66172,1.46343,0.67796,0.64369,0.58543
602,1.5,468.40000,30.34230,7.02249,3.85907,13.78762,12.35668,2.66952,1.48472,0.68036,0.64676,0.45491
603,1.5,552.40000,67.14630,8.28186,3.85907,16.62490,12.37972,2.71630,1.51261,0.66597,0.64423,1.00669
604,1.5,474.40000,36.09630,7.11244,3.94903,14.02848,12.20732,2.69651,1.49462,0.66597,0.64569,0.54117
605,1.5,466.00000,33.16130,6.98651,3.73913,13.82094,12.08081,2.63148,1.45963,0.69592,0.64482,0.49717
606,1.5,550.00000,69.96530,8.24588,3.73913,16.65821,12.10386,2.67826,1.48751,0.68153,0.64228,1.04896
607,1.5,472.00000,38.91530,7.07646,3.82909,14.06180,11.93145,2.65847,1.46952,0.68153,0.64374,0.58344
608,1.5,474.00000,30.20930,7.10645,3.85907,13.95317,12.34059,2.66627,1.49081,0.68393,0.64682,0.45291
609,1.5,558.00000,67.01330,8.36582,3.85907,16.79044,12.36363,2.71304,1.51870,0.66954,0.64428,1.00470
610,1.5,480.00000,35.96330,7.19640,3.94903,14.19403,12.19123,2.69325,1.50070,0.66954,0.64574,0.53918
611,6.5,710.00000,50.79695,10.59701,4.53731,21.22485,11.12857,2.62209,1.71612,0.91075,0.52777,0.75816
612,6.5,710.00000,50.79761,11.26984,4.82540,22.69890,11.21333,2.68317,1.75206,0.94571,0.49662,0.80631
613,6.5,738.00000,63.06495,11.01493,4.53731,22.16637,11.13622,2.63761,1.72537,0.90597,0.52693,0.94127
614,6.5,738.00000,63.06561,11.71429,4.82540,23.70020,11.22146,2.69968,1.76190,0.94063,0.49572,1.00104
615,2.3,20.00000,0.97258,10.00000,4.00000,20.99409,11.28095,2.45500,1.87000,1.10000,0.47610,0.48629
616,1.8,252.00000,28.04465,6.81081,3.45946,13.55655,12.97688,2.70568,1.39568,0.57459,0.70918,0.75796
617,5.3,80.00000,5.68691,10.00000,5.00000,20.32204,12.20929,2.81875,1.60125,0.88125,0.49319,0.71086
618,3.6,210.00000,12.51940,6.17647,3.76471,12.11702,12.75293,2.73088,1.40412,0.59706,0.68564,0.36822
619,2.8,74.00000,4.95683,7.40000,4.20000,14.61080,12.39211,2.77000,1.55100,0.70800,0.59825,0.49568
620,5.5,106.00000,16.60133,15.14286,4.57143,31.83430,11.63036,2.70857,1.74286,0.87143,0.48802,2.37162
621,3.5,86.00000,5.20400,17.20000,4.80000,39.46674,11.46526,2.75200,1.78800,0.94600,0.48148,1.04080
622,4.3,131.50000,26.96233,21.91667,4.66667,50.53794,11.66743,2.85833,1.71750,0.88750,0.47715,4.49372
623,4.8,58.00000,3.88400,11.60000,4.80000,23.23182,11.02384,2.64400,1.79400,0.96000,0.49951,0.77680
624,2.9,156.00000,21.57533,26.00000,4.83333,61.19102,11.49692,2.95333,1.71167,0.91167,0.47227,3.59589
625,3.8,46.00000,9.13300,23.00000,4.00000,48.71950,9.87710,2.11500,1.90500,1.12000,0.47888,4.56650
626,4.5,86.00000,6.67433,14.33333,5.16667,30.64595,11.86273,2.86167,1.70000,0.90167,0.48717,1.11239
628,4,38.00000,7.13433,19.00000,4.00000,40.68952,11.50615,2.54500,1.76500,0.92000,0.47941,3.56717
629,7.5,86.00000,8.84133,14.33333,5.00000,30.55069,11.54300,2.83167,1.73500,0.89000,0.48951,1.47355
630,6,226.00000,18.20440,10.27273,4.72727,20.65217,11.14875,2.70227,1.69545,0.87545,0.51961,0.82747
631,4.5,167.00000,23.91000,18.55556,5.00000,41.61000,11.69384,2.93889,1.71111,0.88444,0.47783,2.65644
632,4,14.00000,1.74000,4.67000,1.33333,8.77323,11.61433,1.90333,1.31000,0.68000,0.83000,0.58006
633,2.5,102.00000,8.51000,4.43478,3.30435,8.44058,13.17662,2.67261,1.37913,0.53087,0.71385,0.37005
634,5.5,78.00000,8.11000,13.00000,5.33333,27.44881,11.83000,2.96000,1.63000,0.81333,0.48816,1.35155
635,6.5,164.00000,19.92000,14.90909,5.09091,32.01236,11.25557,2.88182,1.64091,0.84182,0.48000,1.81103
636,6.5,58.00000,7.65000,6.44444,4.44444,13.26124,10.93069,2.70000,1.68667,0.78000,0.47996,0.85007
637,5.75,146.00000,16.86000,14.60000,5.00000,33.74000,11.39000,2.87000,1.69500,0.78600,0.48000,1.68650
638,6,130.00000,11.87000,10.00000,4.30769,20.44345,10.19813,2.54000,1.82000,0.97231,0.48927,0.91318
639,6.42,249.32000,22.35000,13.71397,4.36524,29.43234,10.59848,2.52579,1.81389,0.99274,0.48760,1.22915
640,6.35,259.01000,23.39000,14.11499,4.34332,30.44654,10.55196,2.51258,1.81960,1.00151,0.48689,1.27478
641,5,94.00000,10.58000,15.66667,4.66667,33.97000,11.23932,2.76833,1.75000,0.96000,0.48171,1.76405
642,5,68.00000,9.10800,13.60000,4.00000,29.57000,10.60098,2.58000,1.71200,0.96000,0.47000,1.82160
643,4.5,280.00000,24.15056,11.66667,4.33333,25.81025,10.68620,2.59000,1.80833,0.92667,0.47915,1.01000
644,5.4,235.00000,20.22000,13.05556,4.38889,27.60902,10.61404,2.53667,1.81056,0.98667,0.48887,1.12352
645,8.1,226.00000,27.43000,11.30000,4.75000,24.56000,11.00000,2.76000,1.68400,0.83000,0.49000,1.37165
646,3,202.00000,22.81000,20.20000,6.00000,47.32000,15.25000,3.44000,1.66000,0.84000,0.46000,2.28126
647,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
648,5,225.21900,21.55337,17.75195,4.52227,39.46166,10.85000,2.64000,1.81000,1.03504,0.47707,1.69886
649,6,129.48000,12.30000,18.44444,4.41880,41.21732,10.37842,2.50758,1.79647,1.05214,0.48392,1.75184
650,6.5,236.18000,24.57000,11.81000,4.60000,25.39000,11.10000,2.73000,1.74000,0.88744,0.48000,1.23000
651,4.5,604.00000,61.22630,13.42222,4.48889,27.87047,10.88370,2.62111,1.78133,1.00933,0.49091,1.36058
652,5,166.00000,25.98000,13.83333,4.66667,29.15941,11.85783,2.77167,1.69917,0.83417,0.49000,2.16486
653,5.5,239.20000,29.63399,23.87226,4.29541,56.47600,10.56521,2.52822,1.82413,1.07000,0.46520,2.95748
654,4.5,605.20000,61.36430,13.44291,4.49000,27.92217,10.88131,2.62000,1.78160,1.00972,0.49088,1.36305
655,4.7,2024.20000,236.46000,48.17230,2.69015,114.95185,7.14610,1.62287,2.20985,1.61584,0.43428,5.62731
656,6.5,336.00000,37.58331,10.50000,4.69000,22.81000,11.22000,2.78000,1.73000,0.82000,0.48000,1.17448
657,6,232.00000,25.82000,8.92308,4.61538,19.13678,11.12709,2.76000,1.73192,0.80077,0.48264,0.99311
658,6.5,116.00000,8.08000,14.50000,5.00000,32.39000,11.51086,2.79000,1.75000,0.90000,0.48183,1.01000
659,8.5,278.00000,26.92000,13.90000,4.65000,29.68068,10.60000,2.65000,1.72000,0.96000,0.48627,1.35000
660,4,630.20000,64.79530,13.99822,4.49000,29.44025,10.87982,2.62001,1.78205,1.01105,0.49017,1.43926
661,5,114.00000,7.42558,16.28571,4.57143,36.45807,11.12857,2.60429,1.84857,1.02286,0.47758,1.06080
662,8,70.00000,7.14333,10.00000,4.57143,20.32331,10.58431,2.61286,1.64143,0.92000,0.49392,1.02048
663,5.5,236.00000,38.55000,18.15385,4.30769,39.22654,11.58809,2.74385,1.73462,0.91077,0.48147,2.96536
664,4.5,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
665,7,255.44000,42.89000,11.10609,4.52174,23.39592,11.49426,2.76362,1.71016,0.79026,0.48294,1.86000
666,4,62.00000,6.39000,10.33333,4.00000,22.41718,9.92000,2.38167,1.71833,0.95333,0.46753,1.06583
667,9,114.00000,12.03000,9.50000,4.66667,20.23643,11.18447,2.76583,1.73417,0.81167,0.48197,1.00244
668,6,60.00000,4.90433,10.00000,5.33333,20.32524,11.82000,2.92667,1.62000,0.81500,0.49436,0.81739
669,5.5,190.00000,26.25000,15.83333,4.33333,34.47078,11.21777,2.78000,1.71000,0.93000,0.47969,2.19000
670,6,78.00000,9.68000,15.60000,4.80000,34.72422,10.98774,2.82800,1.68000,0.84000,0.48000,1.93680
671,4.5,631.66000,62.95000,13.85523,4.43277,29.03906,10.76586,2.59315,1.80101,1.02880,0.49014,1.38084
672,6.5,215.20000,17.93032,11.94229,4.38624,24.66765,10.64681,2.53956,1.80731,0.98100,0.49005,0.99502
673,8,195.20000,22.20000,9.75025,4.74725,20.37701,11.03369,2.77287,1.68870,0.82705,0.48664,1.10889
674,7,70.00000,5.81533,10.00000,4.57143,20.09830,11.13093,2.61143,1.66286,0.92857,0.49800,0.83000
675,3,156.00000,21.58000,26.00000,4.83333,61.19102,11.49692,2.95333,1.71167,0.91167,0.47227,3.59589
676,2.5,268.00000,23.58000,33.50000,5.50000,78.84000,10.50000,2.53000,1.94000,1.24000,0.46000,2.95000
677,3,246.00000,32.93000,30.75000,4.88000,73.79000,11.25000,2.87000,1.72625,0.95000,0.47000,4.12000
678,6.5,96.00000,17.22000,13.71429,4.57143,28.85089,11.07000,2.68000,1.75429,0.90000,0.48695,2.45933
679,6.6,372.20000,34.21000,17.63981,4.74882,38.95562,11.03841,2.67550,1.79313,0.98171,0.48540,1.62125
680,4,138.00000,16.68000,27.60000,5.20000,65.56542,11.23000,2.83000,1.73800,0.91000,0.46730,3.34000
681,6,311.00000,47.23000,31.10000,4.80000,74.71871,11.20000,2.75700,1.74200,0.95600,0.46606,4.72000
682,4,364.00000,38.39000,28.00000,5.69231,65.20751,11.44769,2.84538,1.76308,0.98769,0.46248,2.95341